,Title,Year,Varietal,Price,Region,Country,Score_WS,Score_RP,Score_W&S,Score_JH,Score_CG,Score_WE,Score_WW,Score_BH,Score_JS,Score_TP,Score_D,Score_V,Score_JD,ProfessionalRating,Professional,StarRating,numRater,Shopping_Link,Img_src
1646,Cinnabar Mercury Rising Red 2015,2015,Bordeaux Red Blends,22.99,,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Cinnabar-Mercury-Rising-Red-2015/418003,https://www.wine.com/product/images/fl_progressive/oy633rn0f6dcehgn4xfi.jpg
1647,M. Chapoutier Ermitage Le Meal Blanc 2015,2015,Marsanne,308.99,Rhone,France,97,100,,,,,,,,,,,,99,,0,0,https://www.wine.com/product/M-Chapoutier-Ermitage-Le-Meal-Blanc-2015/493895,https://www.wine.com/product/images/fl_progressive/iyvkdq13zfmjd43ac6fi.jpg
1648,Christophe Pichon Condrieu 2013,2013,Viognier,52.99,Rhone,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Christophe-Pichon-Condrieu-2013/177385,https://www.wine.com/product/images/fl_progressive/177385.jpg
1649,Domaine de Fontsainte Corbieres Reserve La Demoiselle 2016,2016,Rhone Red Blends,18.99,Languedoc-Roussillon,France,,91,,,,,,,,,,,,91,,0,0,https://www.wine.com/product/Domaine-de-Fontsainte-Corbieres-Reserve-La-Demoiselle-2016/433481,https://www.wine.com/product/images/fl_progressive/433481.jpg
1650,Nals Margreid Pinot Grigio 2016,2016,Pinot Gris/Grigio,18.99,Trentino-Alto Adige,Italy,,,,,,91,,,,,,,,91,,3.8,28,https://www.wine.com/product/Nals-Margreid-Pinot-Grigio-2016/212934,https://www.wine.com/product/images/fl_progressive/212934.jpg
1651,Yalumba Organic Viognier 2016,2016,Viognier,15.99,,Australia,,,,,,,,,,,,,,0,,3.4,7,https://www.wine.com/product/Yalumba-Organic-Viognier-2016/165491,https://www.wine.com/product/images/fl_progressive/165491.jpg
1652,Nicolas Potel Bourgogne Pinot Noir 2016,2016,Pinot Noir,17.99,Burgundy,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Nicolas-Potel-Bourgogne-Pinot-Noir-2016/421551,https://www.wine.com/product/images/fl_progressive/421551.jpg
1653,Chateau Beychevelle 2015,2015,Bordeaux Red Blends,135,Bordeaux,France,93,93,,,,95,,,94,94,93,,95,94,,0,0,https://www.wine.com/product/Chateau-Beychevelle-2015/157729,https://www.wine.com/product/images/fl_progressive/157729.jpg
1654,Domaine St. Damien Gigondas Vieilles Vignes 2015,2015,Rhone Red Blends,24.99,Rhone,France,,,,,,,,,,,,93,93,93,,4.2,9,https://www.wine.com/product/Domaine-St-Damien-Gigondas-Vieilles-Vignes-2015/353743,https://www.wine.com/product/images/fl_progressive/353743.jpg
1655,Halter Ranch Vineyard Ancestor Estate Reserve 2015,2015,Bordeaux Red Blends,54.99,Central Coast,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Halter-Ranch-Vineyard-Ancestor-Estate-Reserve-2015/429216,https://www.wine.com/product/images/fl_progressive/429216.jpg
1656,Chateau Haut-Bailly 2015,2015,Bordeaux Red Blends,159.99,Bordeaux,France,95,97,,,,97,,,98,,97,,98,97,,0,0,https://www.wine.com/product/Chateau-Haut-Bailly-2015/157733,https://www.wine.com/product/images/fl_progressive/157733.jpg
1657,Mount Peak Gravity Red Blend 2015,2015,Other Red Blends,47.99,,California,,91,,,,,,,,,,,,91,,0,0,https://www.wine.com/product/Mount-Peak-Gravity-Red-Blend-2015/433760,https://www.wine.com/product/images/fl_progressive/433760.jpg
1658,Idlewild The Bee Flora and Fauna White 2017,2017,Other White Blends,24.99,North Coast,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Idlewild-The-Bee-Flora-and-Fauna-White-2017/433121,https://www.wine.com/product/images/fl_progressive/433121.jpg
1659,Emblem by Michael Mondavi Napa Valley Cabernet Sauvignon 2014,2014,Cabernet Sauvignon,29.99,Napa Valley,California,,,,,,,91,,,,,,,91,,4,16,https://www.wine.com/product/Emblem-by-Michael-Mondavi-Napa-Valley-Cabernet-Sauvignon-2014/271186,https://www.wine.com/product/images/fl_progressive/271186.jpg
1660,Oxford Landing Chardonnay 2016,2016,Chardonnay,8.99,,Australia,,,,,,,90,,90,,,,,90,,3.4,65,https://www.wine.com/product/Oxford-Landing-Chardonnay-2016/180587,https://www.wine.com/product/images/fl_progressive/180587.jpg
1661,Livio Sassetti Brunello di Montalcino Pertimali 2013,2013,Sangiovese,69.99,Tuscany,Italy,,93,,,,90,,,98,,,,,94,,0,0,https://www.wine.com/product/Livio-Sassetti-Brunello-di-Montalcino-Pertimali-2013/431128,https://www.wine.com/product/images/fl_progressive/431128.jpg
1662,Calista Coast Range Pinot Noir 2016,2016,Pinot Noir,22.99,,California,,,,,,,,,,90,,,,90,,0,0,https://www.wine.com/product/Calista-Coast-Range-Pinot-Noir-2016/387240,https://www.wine.com/product/images/fl_progressive/387240.jpg
1663,Brancott Sauvignon Blanc 2017,2017,Sauvignon Blanc,10.99,Marlborough,New Zealand,,,,,,,,,,,,,,0,,3.9,36,https://www.wine.com/product/Brancott-Sauvignon-Blanc-2017/364551,https://www.wine.com/product/images/fl_progressive/364551.jpg
1664,Peju Province Cabernet Sauvignon 2014,2014,Cabernet Sauvignon,57.99,Napa Valley,California,,,,,,,,,,,,,,0,,4.5,6,https://www.wine.com/product/Peju-Province-Cabernet-Sauvignon-2014/359278,https://www.wine.com/product/images/fl_progressive/359278.jpg
1665,Rombauer Merlot 2015,2015,Merlot,42.99,Napa Valley,California,,,,,,,91,,,,,,,91,,0,0,https://www.wine.com/product/Rombauer-Merlot-2015/495982,https://www.wine.com/product/images/fl_progressive/m4spwkgnekfcxturqb7g.jpg
1666,Frog&apos;s Leap Napa Valley Sauvignon Blanc (375ML half-bottle) 2017,2017,Sauvignon Blanc,13.99,Napa Valley,California,,,,,,,93,,,,,,,93,,0,0,https://www.wine.com/product/Frogs-Leap-Napa-Valley-Sauvignon-Blanc-375ML-half-bottle-2017/493956,https://www.wine.com/product/images/fl_progressive/lfpgvsfetjleirjp8s1a.jpg
1667,Browne Family Vineyards Chardonnay 2016,2016,Chardonnay,24.99,Columbia Valley,Washington,,,,,,,,,90,,,,,90,,0,0,https://www.wine.com/product/Browne-Family-Vineyards-Chardonnay-2016/428480,https://www.wine.com/product/images/fl_progressive/a77eyvmt14hl4mqdhbl0.jpg
1668,Murphy-Goode Liar&apos;s Dice Zinfandel 2014,2014,Zinfandel,18.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Murphy-Goode-Liars-Dice-Zinfandel-2014/430267,https://www.wine.com/product/images/fl_progressive/430267.jpg
1669,Jam Jar Sweet Shiraz 2017,2017,Syrah/Shiraz,9.99,,South Africa,,,,,,,,,,,,,,0,,4.3,20,https://www.wine.com/product/Jam-Jar-Sweet-Shiraz-2017/434161,https://www.wine.com/product/images/fl_progressive/g15mvd5nadxourgtrqib.jpg
1670,Ernest Vineyards The Settler Pinot Noir 2015,2015,Pinot Noir,47.99,Sonoma County,California,,95,,,,,,,,,,,,95,,0,0,https://www.wine.com/product/Ernest-Vineyards-The-Settler-Pinot-Noir-2015/431103,https://www.wine.com/product/images/fl_progressive/phkj0qnhpidrhznot3b1.jpg
1671,Chateau des Mille Anges Cuvee Royale Blanc 2016,2016,Bordeaux White Blends,11.98,Bordeaux,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Chateau-des-Mille-Anges-Cuvee-Royale-Blanc-2016/321040,https://www.wine.com/product/images/fl_progressive/321040.jpg
1672,J. Lohr Wildflower Valdiguie 2017,2017,Valdiguie,9.99,Central Coast,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/J-Lohr-Wildflower-Valdiguie-2017/508483,https://www.wine.com/product/images/fl_progressive/ar3jgytnzcxlnsnlxhbz.jpg
1673,Decoy Zinfandel 2016,2016,Zinfandel,20.99,Sonoma County,California,,,,,,,89,,,,,,,89,,0,0,https://www.wine.com/product/Decoy-Zinfandel-2016/391350,https://www.wine.com/product/images/fl_progressive/391350.jpg
1674,Red Car Sonoma Coast Pinot Noir 2014,2014,Pinot Noir,41.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Red-Car-Sonoma-Coast-Pinot-Noir-2014/150466,https://www.wine.com/product/images/fl_progressive/150466.jpg
1675,Clos du Marquis 2000,2000,Bordeaux Red Blends,134.97,Bordeaux,France,94,91,,,,,,,,,,,,93,,0,0,https://www.wine.com/product/Clos-du-Marquis-2000/120386,https://www.wine.com/product/images/fl_progressive/120386.jpg
1676,Duck Pond Pinot Noir 2016,2016,Pinot Noir,19.99,Willamette Valley,Oregon,,,,,,,89,,,,,,,89,,0,0,https://www.wine.com/product/Duck-Pond-Pinot-Noir-2016/365391,https://www.wine.com/product/images/fl_progressive/365391.jpg
1677,Casa Rossa Rosso,,Other Red Wine,14.99,Tuscany,Italy,,,,,,,,,,,,,,0,,4.9,13,https://www.wine.com/product/Casa-Rossa-Rosso/317070,https://www.wine.com/product/images/fl_progressive/317070.jpg
1678,Domaine Lafage Cuvee Centenaire Blanc 2015,2015,Other White Blends,14.99,,France,,92,,,,,,,,,,,,92,,3.2,8,https://www.wine.com/product/Domaine-Lafage-Cuvee-Centenaire-Blanc-2015/157753,https://www.wine.com/product/images/fl_progressive/157753.jpg
1679,Bacon Central Coast Red 2016,2016,Other Red Blends,19.99,Central Coast,California,,,,,,,89,,,,,,,89,,3.8,6,https://www.wine.com/product/Bacon-Central-Coast-Red-2016/403177,https://www.wine.com/product/images/fl_progressive/403177.jpg
1680,Chateau Labegorce (Futures Pre-Sale) 2016,2016,Bordeaux Red Blends,37.97,Bordeaux,France,94,96,,,,96,,,95,,93,,,95,,0,0,https://www.wine.com/product/Chateau-Labegorce-Futures-Pre-Sale-2016/202388,https://www.wine.com/product/images/fl_progressive/202388.jpg
1681,Guigal Cotes du Rhone Rose 2016,2016,Rosí©,14.99,Rhone,France,,90,,,,,90,,,,,,,90,,3.9,33,https://www.wine.com/product/Guigal-Cotes-du-Rhone-Rose-2016/208449,https://www.wine.com/product/images/fl_progressive/208449.jpg
1682,Parducci Small Lot Blend Pinot Noir 2016,2016,Pinot Noir,12.99,,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Parducci-Small-Lot-Blend-Pinot-Noir-2016/507867,https://www.wine.com/product/images/fl_progressive/frsanlq2jkpxrikfqhxe.jpg
1683,Chateau Couhins-Lurton Blanc 2015,2015,Bordeaux White Blends,34.99,Bordeaux,France,,91,,,,94,,,92,,92,,,92,,0,0,https://www.wine.com/product/Chateau-Couhins-Lurton-Blanc-2015/157732,https://www.wine.com/product/images/fl_progressive/157732.jpg
1684,Chateau D&apos;Aqueria Tavel Rose 2016,2016,Rosí©,19.99,Rhone,France,,92,,,,,,,,,,,,92,,3.8,48,https://www.wine.com/product/Chateau-DAqueria-Tavel-Rose-2016/208659,https://www.wine.com/product/images/fl_progressive/208659.jpg
1685,Chateau Troplong Mondot 2015,2015,Bordeaux Red Blends,144.99,Bordeaux,France,95,96,,,,97,,,97,,93,,99,96,,0,0,https://www.wine.com/product/Chateau-Troplong-Mondot-2015/153350,https://www.wine.com/product/images/fl_progressive/153350.jpg
1686,Mud House Sauvignon Blanc 2017,2017,Sauvignon Blanc,12.99,Marlborough,New Zealand,90,,,,,,,,,,,,,90,,3.6,6,https://www.wine.com/product/Mud-House-Sauvignon-Blanc-2017/417947,https://www.wine.com/product/images/fl_progressive/417947.jpg
1687,19 Crimes Hard Chard 2017,2017,Chardonnay,9.99,,Australia,,,,,,,,,,,,,,0,,4.3,26,https://www.wine.com/product/19-Crimes-Hard-Chard-2017/355587,https://www.wine.com/product/images/fl_progressive/355587.jpg
1688,Pratsch Organic Gruner Veltliner 2017,2017,Gruner Veltliner,12.99,,Austria,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Pratsch-Organic-Gruner-Veltliner-2017/506272,https://www.wine.com/product/images/fl_progressive/tzmhdhl2q38ml16focwr.jpg
1689,Chateau Clinet (Futures Pre-Sale) 2016,2016,Bordeaux Red Blends,109.97,Bordeaux,France,97,98,,,,94,,,95,,97,,,96,,0,0,https://www.wine.com/product/Chateau-Clinet-Futures-Pre-Sale-2016/202284,https://www.wine.com/product/images/fl_progressive/202284.jpg
1690,SeaGlass Rose of Pinot Noir 2017,2017,Rosí©,12.99,Central Coast,California,,,,,,90,,,,,,,,90,,0,0,https://www.wine.com/product/SeaGlass-Rose-of-Pinot-Noir-2017/430826,https://www.wine.com/product/images/fl_progressive/430826.jpg
1691,Gold Stemless Wine Glasses - Set of 2,,Stemware & Decanters,39.99,,Other,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Gold-Stemless-Wine-Glasses-Set-of-2/353643,https://www.wine.com/product/images/fl_progressive/353643h.jpg
1692,Jean-Claude Boisset Gevrey Chambertin 2013,2013,Pinot Noir,79.99,Burgundy,France,92,,,,,,,,,,,,,92,,0,0,https://www.wine.com/product/Jean-Claude-Boisset-Gevrey-Chambertin-2013/147587,https://www.wine.com/product/images/fl_progressive/147587.jpg
1693,Mouton Cadet Ryder Cup Trio & Golf Balls,,Mixed Collections,39.99,Bordeaux,France,,,,,,,89,,,,,,,89,,0,0,https://www.wine.com/product/Mouton-Cadet-Ryder-Cup-Trio-and-Golf-Balls/165100,https://www.wine.com/product/images/fl_progressive/165100h.jpg
1694,Sine Qua Non Raven Series Grenache 2006,2006,Grenache,399.97,,California,97,98,,,,,,,,,,,,98,,0,0,https://www.wine.com/product/Sine-Qua-Non-Raven-Series-Grenache-2006/98638,https://www.wine.com/product/images/fl_progressive/98638.jpg
1695,Philippe Colin Chassagne Montrachet 2016,2016,Chardonnay,64.99,Burgundy,France,,90,,,,,,,,,,90,,90,,0,0,https://www.wine.com/product/Philippe-Colin-Chassagne-Montrachet-2016/430829,https://www.wine.com/product/images/fl_progressive/430829.jpg
1696,Antiquum Farm Passiflora Pinot Noir 2016,2016,Pinot Noir,59.99,Willamette Valley,Oregon,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Antiquum-Farm-Passiflora-Pinot-Noir-2016/364446,https://www.wine.com/product/images/fl_progressive/364446.jpg
1697,Conceito Douro White 2016,2016,Other White Blends,49.99,Douro,Portugal,92,95,,,,91,,,,,,,,93,,0,0,https://www.wine.com/product/Conceito-Douro-White-2016/508845,https://www.wine.com/product/images/fl_progressive/cmwl9dzff2f1v3jim67q.jpg
1698,Joseph Drouhin Gevrey-Chambertin 2016,2016,Pinot Noir,65.99,Burgundy,France,,,,,,,,,91,,,,,91,,0,0,https://www.wine.com/product/Joseph-Drouhin-Gevrey-Chambertin-2016/508688,https://www.wine.com/product/images/fl_progressive/h80ophuypjvuycih6jnh.jpg
1699,Ruffino Chianti 2016,2016,Sangiovese,8.99,Tuscany,Italy,,,,,,,,,,,,,,0,,3.7,9,https://www.wine.com/product/Ruffino-Chianti-2016/371109,https://www.wine.com/product/images/fl_progressive/371109.jpg
1700,Billecart-Salmon Brut Blanc de Blancs Grand Cru (1.5 Liter Magnum),,Non-Vintage Sparkling Wine,169.97,Champagne,France,92,,,,,92,91,,92,,,,,92,,0,0,https://www.wine.com/product/Billecart-Salmon-Brut-Blanc-de-Blancs-Grand-Cru-15-Liter-Magnum/151279,https://www.wine.com/product/images/fl_progressive/151279.jpg
1701,Domaine Michel Bregeon Muscadet Sevre Et Maine Sur Lie 2017,2017,Melon de Bourgogne,17.99,Loire,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Domaine-Michel-Bregeon-Muscadet-Sevre-Et-Maine-Sur-Lie-2017/510880,https://www.wine.com/product/images/fl_progressive/md2aybk5ind6bkgqrtmb.jpg
1702,Chalet Pouilly Pouilly Fuisse 2015,2015,Chardonnay,28.99,Burgundy,France,,91,,,,,,,,,,,,91,,4,6,https://www.wine.com/product/Chalet-Pouilly-Pouilly-Fuisse-2015/168121,https://www.wine.com/product/images/fl_progressive/168121.jpg
1703,Ridge Lytton Estate Petite Sirah 2016,2016,Petite Sirah,39.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Ridge-Lytton-Estate-Petite-Sirah-2016/509195,https://www.wine.com/product/images/fl_progressive/uqqttjtqswguinkn16ew.jpg
1704,Replica Pickpocket Red Blend 2014,2014,Other Red Blends,22.99,,California,,,,,,,,,,,,,,0,,4.4,26,https://www.wine.com/product/Replica-Pickpocket-Red-Blend-2014/187905,https://www.wine.com/product/images/fl_progressive/187905.jpg
1705,MacMurray Ranch Russian River Pinot Gris 2017,2017,Pinot Gris/Grigio,17.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/MacMurray-Ranch-Russian-River-Pinot-Gris-2017/506582,https://www.wine.com/product/images/fl_progressive/orcgji7wu8d5ld4chlit.jpg
1706,Frog&apos;s Leap Merlot 2015,2015,Merlot,39.99,Napa Valley,California,,,,,,,92,,,,,,,92,,4.3,5,https://www.wine.com/product/Frogs-Leap-Merlot-2015/390807,https://www.wine.com/product/images/fl_progressive/390807.jpg
1707,Matthiasson Rose 2017,2017,Rosí©,26.99,Yolo County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Matthiasson-Rose-2017/404936,https://www.wine.com/product/images/fl_progressive/404936.jpg
1708,Gerard Bertrand Kosmos Organic Red Blend 2014,2014,Rhone Red Blends,21.99,Languedoc-Roussillon,France,90,,,,,,91,,,,,,,91,,3.5,20,https://www.wine.com/product/Gerard-Bertrand-Kosmos-Organic-Red-Blend-2014/158962,https://www.wine.com/product/images/fl_progressive/158962.jpg
1709,Cerulli Spinozzi Torre Migliori Montepulciano d&apos;Abruzzo 2012,2012,Montepulciano,17.99,Abruzzo,Italy,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Cerulli-Spinozzi-Torre-Migliori-Montepulciano-dAbruzzo-2012/213410,https://www.wine.com/product/images/fl_progressive/213410.jpg
1710,Alvear Montilla Fino,,Sherry,15.99,,Spain,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Alvear-Montilla-Fino/17614,https://www.wine.com/product/images/fl_progressive/17614.jpg
1711,19 Crimes The Punishment Pinot Noir 2017,2017,Pinot Noir,10.99,,Australia,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/19-Crimes-The-Punishment-Pinot-Noir-2017/508362,https://www.wine.com/product/images/fl_progressive/smecyehlbdeoczp0de6h.jpg
1712,Twist Adjustable Wine Aerator by HOST,,Serve & Preserve,39.99,,,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Twist-Adjustable-Wine-Aerator-by-HOST/427775,https://www.wine.com/product/images/fl_progressive/427775h.jpg
1713,Remelluri Rioja Reserva 2011,2011,Tempranillo,39.99,Rioja,Spain,,92,,,,,,,92,,,,,92,,0,0,https://www.wine.com/product/Remelluri-Rioja-Reserva-2011/368365,https://www.wine.com/product/images/fl_progressive/368365.jpg
1714,Harveys Bristol Cream Sherry,,Sherry,13.99,Jerez,Spain,,,,,,,,,,,,,,0,,4.4,55,https://www.wine.com/product/Harveys-Bristol-Cream-Sherry/1593,https://www.wine.com/product/images/fl_progressive/1593.jpg
1715,Ravenswood Dickerson Vineyard Zinfandel 2015,2015,Zinfandel,38.99,Napa Valley,California,90,,,,,,,,,,,,,90,,0,0,https://www.wine.com/product/Ravenswood-Dickerson-Vineyard-Zinfandel-2015/370114,https://www.wine.com/product/images/fl_progressive/370114.jpg
1716,Silvio Grasso Turne Barolo 2013,2013,Nebbiolo,56.99,Piedmont,Italy,,,,,,,,,95,,,,,95,,0,0,https://www.wine.com/product/Silvio-Grasso-Turne-Barolo-2013/218551,https://www.wine.com/product/images/fl_progressive/218551.jpg
1717,Dark Horse Cabernet Sauvignon 2016,2016,Cabernet Sauvignon,7.99,,California,,,,,,,,,,,,,,0,,3.8,24,https://www.wine.com/product/Dark-Horse-Cabernet-Sauvignon-2016/410442,https://www.wine.com/product/images/fl_progressive/410442.jpg
1718,Gerard Bertrand Grand Terroir Tautavel 2015,2015,Rhone Red Blends,16.99,Languedoc-Roussillon,France,,90,,,,,,,,,,,,90,,3.9,6,https://www.wine.com/product/Gerard-Bertrand-Grand-Terroir-Tautavel-2015/362054,https://www.wine.com/product/images/fl_progressive/362054.jpg
1719,Frescobaldi Castiglioni Chianti 2015,2015,Sangiovese,14.99,Tuscany,Italy,,,,,,,,,,,,,,0,,4.1,26,https://www.wine.com/product/Frescobaldi-Castiglioni-Chianti-2015/164119,https://www.wine.com/product/images/fl_progressive/164119.jpg
1720,Saintsbury Pratt Vineyard Pinot Noir 2013,2013,Pinot Noir,74.99,Sonoma County,California,91,,,,,93,93,,,94,,,,93,,0,0,https://www.wine.com/product/Saintsbury-Pratt-Vineyard-Pinot-Noir-2013/143889,https://www.wine.com/product/images/fl_progressive/143889.jpg
1721,Taittinger Comtes de Champagne Blanc de Blancs 2006,2006,Vintage Sparkling Wine,159.99,Champagne,France,94,,,,92,95,95,94,96,,,97,,95,,5,9,https://www.wine.com/product/Taittinger-Comtes-de-Champagne-Blanc-de-Blancs-2006/147718,https://www.wine.com/product/images/fl_progressive/147718.jpg
1722,Chateau Fuisse Pouilly-Fuisse Tete de Cru 2015,2015,Chardonnay,38.99,Burgundy,France,92,90,,,,,,,,,,,,91,,4.6,7,https://www.wine.com/product/Chateau-Fuisse-Pouilly-Fuisse-Tete-de-Cru-2015/159640,https://www.wine.com/product/images/fl_progressive/159640.jpg
1723,The Prisoner Wine Company Cuttings 2016,2016,Cabernet Sauvignon,47.99,,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/The-Prisoner-Wine-Company-Cuttings-2016/508038,https://www.wine.com/product/images/fl_progressive/mb5urr2z8hyhwqhljyjd.jpg
1724,Domaine Terlato & Chapoutier lieu dit Malakoff Shiraz 2013,2013,Syrah/Shiraz,38.99,,Australia,,,,,,91,,,92,,,,95,93,,0,0,https://www.wine.com/product/Domaine-Terlato-and-Chapoutier-lieu-dit-Malakoff-Shiraz-2013/421094,https://www.wine.com/product/images/fl_progressive/421094.jpg
1725,Flowers Sonoma Coast Rose 2017,2017,Rosí©,35.99,Sonoma County,California,,,,,,,,,,,,,,0,,4.6,6,https://www.wine.com/product/Flowers-Sonoma-Coast-Rose-2017/414723,https://www.wine.com/product/images/fl_progressive/q2cmjyg2otzqkt3jnrmq.jpg
1726,Domaine Seguin Pouilly Fume 2016,2016,Sauvignon Blanc,24.99,Loire,France,,,,,,,92,,,,,,,92,,0,0,https://www.wine.com/product/Domaine-Seguin-Pouilly-Fume-2016/415957,https://www.wine.com/product/images/fl_progressive/415957.jpg
1727,Cliff Lede Sauvignon Blanc 2017,2017,Sauvignon Blanc,24.99,Napa Valley,California,,,,,,,90,,,,,,,90,,0,0,https://www.wine.com/product/Cliff-Lede-Sauvignon-Blanc-2017/506474,https://www.wine.com/product/images/fl_progressive/jrwgjy0cfhrhtwsaq2sz.jpg
1728,Tolaini Al Passo Toscana 2014,2014,Sangiovese,26.99,Tuscany,Italy,,,,,,,,,91,,,,,91,,0,0,https://www.wine.com/product/Tolaini-Al-Passo-Toscana-2014/413019,https://www.wine.com/product/images/fl_progressive/413019.jpg
1729,Van Ruiten Old Vine Zinfandel 2016,2016,Zinfandel,16.99,Lodi,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Van-Ruiten-Old-Vine-Zinfandel-2016/423192,https://www.wine.com/product/images/fl_progressive/423192.jpg
1730,Bodegas Muriel Reserva 2013,2013,Tempranillo,16.99,Rioja,Spain,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Bodegas-Muriel-Reserva-2013/153773,https://www.wine.com/product/images/fl_progressive/153773.jpg
1731,Bodegas Valdemar Conde de Valdemar Finca Alto Cantabria 2013,2013,Other White Blends,18.99,Rioja,Spain,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Bodegas-Valdemar-Conde-de-Valdemar-Finca-Alto-Cantabria-2013/154554,https://www.wine.com/product/images/fl_progressive/154554.jpg
1732,Domaine Font-Mars Picpoul de Pinet 2017,2017,Picpoul,15.99,Languedoc-Roussillon,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Domaine-Font-Mars-Picpoul-de-Pinet-2017/509932,https://www.wine.com/product/images/fl_progressive/djg8bifhp3hkndlpyqjf.jpg
1733,Alpha Omega II Sauvignon Blanc 2015,2015,Sauvignon Blanc,15.99,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Alpha-Omega-II-Sauvignon-Blanc-2015/430999,https://www.wine.com/product/images/fl_progressive/p67pwcor6um4xp5g9maa.jpg
1734,Robert Sinskey Los Carneros Pinot Noir 2014,2014,Pinot Noir,45.99,Carneros,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Robert-Sinskey-Los-Carneros-Pinot-Noir-2014/415899,https://www.wine.com/product/images/fl_progressive/415899.jpg
1735,Miguel Torres Santa Digna Reserve Carmenere 2012,2012,Carmenere,14.99,,Chile,,,,,,,89,,,,,,,89,,0,0,https://www.wine.com/product/Miguel-Torres-Santa-Digna-Reserve-Carmenere-2012/140108,https://www.wine.com/product/images/fl_progressive/140108.jpg
